Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
deal,deal,Nhà Cửa & Đời Sống,Health & Beauty,Books,
tenda,trend,Thiết Bị Điện Tử,Computer & Laptop,Computer & Laptop,Computer & Laptop
dầu gội cho tóc nhuộm,shampoo for dyed hair,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
bright,bright,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
d,d,Nhà Sách Online,"Moms, Kids & Babies",Health & Beauty,
đồ decor,decor,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
tivi,television,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
camera,camera,Máy ảnh - Máy quay phim,Cameras,Cameras,Cameras
tóc con sâu,caterpillar hair,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
sandal,sandals,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
cosmetics,cosmetics,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
pát,pat,Ô tô - xe máy - xe đạp,Automotive,Automotive,
cầu trượt,slide,Đồ Chơi,Toys,Toys,
gấu bông,teddy bear,Mẹ & Bé,Home & Living,Toys,Toys
áo tập gym nam,men's gym shirt,Thời Trang Nam,Sports & Outdoors,Sports & Outdoors,Men Clothes
chán,bored,Thời Trang Nữ,Grocery,Grocery,
quần ống rộng lưng cao,high waisted wide leg pants,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
gậy tự sướng,selfie stick,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
vali xách tay,carry-on bag,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,
máy massage cầm tay,handheld massager,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
thùng nhựa duy tân,Duy Tan plastic box,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
oppo a12,oppo a12,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
đèn trang trí,decorative lights,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
đèn uv,UV lamp,Chăm sóc thú cưng,Home & Living,Home & Living,Home & Living
pallet,pallet,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
quần ống loe,flared pants,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
hộp đựng đồng hồ,watch box,Đồng Hồ,Watches,Watches,Watches
áo phao,life jacket,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
havit,have,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
mi a3,mi a3,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
đầm hồng,pink dress,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
butterfly knife,butterfly knife,Thiết Bị Điện Tử,Home & Living,Toys,
siêu nhân gao,superhero gao,Đồ Chơi,Toys,Toys,Toys
grimm dc,grimm dc,Thời Trang Nam,Men Clothes,Men Clothes,
rập,arabic,Thời Trang Nữ,Women Clothes,Women Clothes,
giày converse nữ,converse shoes for women,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
áo cặp,couple shirts,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
vua2hand,king2hand,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,
đồ chơi cho bé,toys for kids,Mẹ & Bé,Toys,Toys,Toys
cá mực hầm mật,stewed squid in honey,Thời Trang Nữ,Books,Books,
thanh treo rèm,curtain rod,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
ghế gập,folding chair,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
giấy bạc,silver paper,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
giày louis vuitton,louis vuitton shoes,Giày Dép Nữ,Women Shoes,Women Shoes,
iphone se 2020,iphone se 2020,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
hình jack,jack,Đồ Chơi,Books,Books,Books
thìa vàng,golden spoon,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
dottie,dottie,Thời Trang Nữ,Women Clothes,Women Clothes,
dirty coins,dirty coins,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
may mắn,lucky,Nhà Cửa & Đời Sống,Home & Living,Books,Home & Living
quần kaki nữ,women's khaki pants,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
tủ mát mini,mini fridge,Others,Home Appliances,Home Appliances,
đồng hồ đo áp suất lốp,tire pressure gauge,Nhà Cửa & Đời Sống,Automotive,Automotive,Automotive
xà phòng handmade,handmade soap,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
vòng tay vải,fabric bracelet,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,
áo akatsuki,Akatsuki shirt,Thời Trang Nam,Men Clothes,Women Clothes,Women Clothes
nem,spring rolls,Thời Trang Nữ,Grocery,Grocery,
nòi cơm điện,rice cooker,Thiết Bị Điện Gia Dụng,Home Appliances,,
biển số nhà,house number,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
bình nước thể thao,sports water bottle,Nhà Cửa & Đời Sống,Sports & Outdoors,Sports & Outdoors,Home & Living
may quay mini,mini spinning machine,Máy ảnh - Máy quay phim,Cameras,Cameras,
cao hồng sâm 365,365 red ginseng,Sức Khỏe & Sắc Đẹp,Grocery,Grocery,
vòng cổ nam,men's necklace,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
love yourself,love yourself,Nhà Sách Online,Books,Men Clothes,
mũ bảo hiểm 3 4,helmet 3 4,Ô tô - xe máy - xe đạp,Automotive,Automotive,Automotive
áo dạ,coat,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
boots nữ,women boots,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
davies,Davis,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
kẹp điện thoại,phone clip,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
trà sữa myanmar,Myanmar milk tea,Bách Hoá Online,Grocery,Grocery,Grocery
đèn dầu,oil lamp,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
aespa,aespa,Nhà Sách Online,Books,Books,
mac powder kiss liquid lipcolour,mac powder liquid kiss lipcolour,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
comet,comet,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,Home & Living
mô hình thanh gươm diệt quỷ,Demon Slayer Model,Nhà Sách Online,Toys,Toys,
lọc nước tại vòi,water filter at the tap,Nhà Cửa & Đời Sống,Home Appliances,Home Appliances,
áo khung long,dragon shirt,Thời Trang Nữ,Women Clothes,Women Clothes,
thuốc diệt gián,cockroach killer,Nhà Cửa & Đời Sống,Home care,Home care,Home care
đuôi thỏ,rabbit tail,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
nước mắt nhân tạo,artificial tears,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
ốp lưng iphone 6s,iphone 6s case,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
hoa anh thảo,primrose,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
keo dán giày,shoe glue,Giày Dép Nam,Home & Living,Home & Living,Home & Living
màu nhuộm,dye,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
chuột gaming,gaming mouse,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,Computer & Laptop
giày boot,boots,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
light novel,light novel,Nhà Sách Online,Books,Books,Books
xe điện mini,mini electric car,Thể Thao & Du Lịch,Automotive,Automotive,
đèn chùm pha lê,crystal chandelier,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
seven days,seven days,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
beanie,beanie,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
bình giữ nhiệt,thermos,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
áo sơ mi trắng nam,men's white shirt,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
con heo,pig,Mẹ & Bé,Toys,Toys,
bình nước nóng lạnh,hot and cold water dispenser,Thiết Bị Điện Gia Dụng,Home Appliances,Home Appliances,
máy tính cây,desktop computer,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,
gậy baton,baton,Thể Thao & Du Lịch,Books,Health & Beauty,
hello kitty,hello kitty,Nhà Cửa & Đời Sống,Books,Home & Living,Home & Living
sò lạnh điện thoại,cold phone,Điện Thoại & Phụ Kiện,Consumer Electronics,,Consumer Electronics
realme x,realme x,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
kệ úp bát đĩa inox,stainless steel dish rack,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
night comfort,night comfort,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
janshop,Janshop,Thời Trang Nữ,Men Clothes,Men Clothes,
dép burberry,burberry slippers,Giày Dép Nam,Men Shoes,Men Shoes,Men Shoes
mặt nạ hồ ly,fox mask,Nhà Cửa & Đời Sống,Toys,Toys,
in áo,T-shirt printing,Thời Trang Nữ,Women Clothes,Men Clothes,
cân,weigh,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
dầu gội cặp,Couple shampoo,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
bình ủ sữa,milk thermos,Mẹ & Bé,"Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
ex 2010,ex 2010,Ô tô - xe máy - xe đạp,Automotive,Automotive,
dây phơi quần áo,clothesline,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
trang tri tet,Tet decoration,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
cốc thuỷ tinh,glass cup,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
wonder woman,wonder woman,Đồ Chơi,Toys,Toys,
bup be,doll,Đồ Chơi,Toys,Toys,Toys
glutathione,glutathione,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
máy ấp trứng gà mini,mini chicken egg incubator,Chăm sóc thú cưng,Home Appliances,Pet Supplies,
giày sneaker nam,men sneakers,Giày Dép Nam,Men Shoes,Men Shoes,Men Shoes
giường ngủ cho bé,baby bed,Mẹ & Bé,"Moms, Kids & Babies","Moms, Kids & Babies",
đầm công chúa,princess dress,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
máy xay cafe cầm tay,hand held coffee grinder,Thiết Bị Điện Gia Dụng,Home Appliances,Home & Living,
giấy carton,cardboard,Nhà Sách Online,Home & Living,Home & Living,
áo công sở,office shirt,Thời Trang Nữ,Women Clothes,Women Clothes,
áo khoác nam hàn quốc,Korean men's jacket,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
giày thể dục,gym shoes,Giày Dép Nữ,Women Shoes,Women Shoes,
chiêm tinh học,astrology,Nhà Sách Online,Books,Books,Books
giường sắt,iron bed,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
áo gile,vest,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
áo dài tết,Tet dress,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
áo tommy,tommy shirt,Thời Trang Nam,Men Clothes,Men Clothes,
may in 3d,3d printer,Thiết Bị Điện Tử,Computer & Laptop,Computer & Laptop,
ghế câu cá,fishing chair,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Home & Living
van phong pham,stationery,Nhà Sách Online,Books,Books,
kính thiên văn,telescope,Thể Thao & Du Lịch,Toys,Toys,Others
xe đẩy seebaby,seebaby stroller,Mẹ & Bé,"Moms, Kids & Babies","Moms, Kids & Babies",
lixi,lixi,Nhà Sách Online,Books,Books,Books
tay cầm chơi game,game controller,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
áo sơ mi đi biển,beach shirt,Thời Trang Nữ,Men Clothes,Men Clothes,
addidas,adidas,Giày Dép Nam,Women Clothes,Women Shoes,
nhẫn đồng hồ,ring watch,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,
ipod,iPod,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
kem chống nắng cell fusion c,cell fusion c sunscreen,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
pin iphone x,iphone x battery,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
another 13,another 13,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
la roche posay,Roche Posay,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
kệ giày,shoe rack,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
x8,x8,Điện Thoại & Phụ Kiện,Sports & Outdoors,,
keo dán sắt,iron glue,Nhà Cửa & Đời Sống,Home & Living,Books,Home & Living
sách cô trang anh,Miss Trang's book,Nhà Sách Online,Fashion Accessories,Books,
hộp đựng bàn chải đánh răng,toothbrush holder,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
thang gấp,folding ladder,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
dụng cụ sinh tồn,survival tools,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,
bq,bq,Giày Dép Nữ,Women Shoes,Home Appliances,
áo dài,Ao Dai,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
ống nhựa pvc,PVC pipe,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
lịch,calendar,Nhà Sách Online,Books,Books,Home & Living
thắt lưng nam,men's belt,Phụ Kiện Thời Trang,Men Clothes,Men Clothes,Men Clothes
vang số,digital echo,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,
zoids,Zoids,Mẹ & Bé,Toys,Toys,Toys
trái mây,cloud fruit,Bách Hoá Online,Grocery,Grocery,
giày ecco,ecco shoes,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,
tủ gỗ,wooden cabinet,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
cần tây mật ong motree,motree celery honey,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
sneaker nam,men sneakers,Giày Dép Nam,Men Shoes,Men Shoes,Men Shoes
loa bluetooth,Bluetooth speaker,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
phát wifi,wifi,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,Computer & Laptop
bao cát đấm bốc,boxing bag,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
arduino nano,arduino nano,Máy tính & Laptop,Consumer Electronics,Consumer Electronics,Home & Living
gậy chụp ảnh 3 chân,tripod selfie stick,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
son merzy,Merzy lipstick,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
đầm ngắn,short dress,Thời Trang Nữ,Women Clothes,Women Clothes,Women Clothes
vòng cẩm thạch,marble ring,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,
nón bảo hiểm fullface,full face helmet,Ô tô - xe máy - xe đạp,Automotive,Automotive,Automotive
sơ mi nam,men's shirt,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
tủ chén,cupboard,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
đồng hồ xiaomi amazfit,xiaomi amazfit watch,Điện Thoại & Phụ Kiện,Consumer Electronics,Consumer Electronics,
sàn gỗ công nghiệp,Laminate flooring,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
chrome heart,chrome heart,Phụ Kiện Thời Trang,Fashion Accessories,Fashion Accessories,Fashion Accessories
bàn sofa,sofa table,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
máy tính bộ,desktop computer,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,
bàn phím cơ,mechanical keyboard,Máy tính & Laptop,Computer & Laptop,Computer & Laptop,Computer & Laptop
ke tivi,TV stand,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
xịt hơi cay,pepper spray,Nhà Cửa & Đời Sống,Home & Living,Men Clothes,
trụ đấm bốc,boxing ring,Thể Thao & Du Lịch,Sports & Outdoors,Sports & Outdoors,
phụ kiện nail,nail accessories,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
anker,anker,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
cao sin su,rubber,Sức Khỏe & Sắc Đẹp,Home care,,
bình nước,water bottle,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
ván lướt sóng,surfboard,Thể Thao & Du Lịch,Sports & Outdoors,Toys,
máy rửa xe,car wash,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
bình thủy tinh đựng nước,glass water bottle,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
bộ lấy ráy tai,ear wax removal kit,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
áo đoàn,Team shirt,Thời Trang Nữ,Women Clothes,Men Clothes,Men Clothes
nendoroid,Nendoroid,Nhà Sách Online,Toys,Toys,
decal,decal,Nhà Cửa & Đời Sống,Automotive,Home & Living,
romand 19,Roman 19,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,
dụng cụ pha chế,bartending tools,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home Appliances
gimbal,gimbal,Máy ảnh - Máy quay phim,Cameras,Cameras,Cameras
chuông cửa không dây,wireless doorbell,Thiết Bị Điện Gia Dụng,Home & Living,Home & Living,Home & Living
giày thể thao nữ,women's sneakers,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
máy cạo râu panasonic,panasonic shaver,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Health & Beauty
bọc chống sốc,shockproof cover,Nhà Sách Online,Home & Living,Home & Living,Home & Living
energizer,energizer,Điện Thoại & Phụ Kiện,Mobile & Accessories,Mobile & Accessories,
trà xanh thái nguyên,Thai Nguyen green tea,Bách Hoá Online,Grocery,Grocery,
máy xông tinh dầu đuổi muỗi,mosquito repellent essential oil diffuser,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
bọc sofa,sofa cover,Nhà Cửa & Đời Sống,Home & Living,Home & Living,
quần tây,trouser,Thời Trang Nữ,Men Clothes,Women Clothes,Men Clothes
sách chứng khoán,stock books,Nhà Sách Online,Books,Books,Books
tất cao cổ,high socks,Thời Trang Nữ,Fashion Accessories,Fashion Accessories,Fashion Accessories
giày boot nữ,women boots,Giày Dép Nữ,Women Shoes,Women Shoes,Women Shoes
haikyuu,haikyuu,Nhà Sách Online,Books,Books,Books
tv,TV,Thiết Bị Điện Tử,Consumer Electronics,Consumer Electronics,Consumer Electronics
khẩu trang khánh an,Khanh An mask,Sức Khỏe & Sắc Đẹp,Health & Beauty,Health & Beauty,Fashion Accessories
5theway,5theway,Thời Trang Nam,Men Clothes,Men Clothes,Men Clothes
bóng đèn tích điện,rechargeable light bulb,Nhà Cửa & Đời Sống,Home & Living,Home & Living,Home & Living
