"Keyword","Category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"túi du lịch đa năng","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"chima","Mẹ & Bé","Toys","Toys",
"mũ bảo hiểm xe đạp","Thể Thao & Du Lịch","Automotive","Automotive","Automotive"
"d3k2","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies",
"cuso4","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"áo len gile","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"áo len gile","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"cappuvini","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"sơn gỗ","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"ly giữ nhiệt lock&lock","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"strongbow","Bách Hoá Online","Grocery","Grocery","Grocery"
"dép vip","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"giấy viết thư","Nhà Sách Online","Books","Books","Books"
"xe đẩy gấp gọn du lịch","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies",
"trang phục múa","Thời Trang Nữ","Women Clothes","Women Clothes",
"sony","Thiết Bị Điện Tử","Consumer Electronics","Mobile & Accessories","Consumer Electronics"
"áo khoác mlb","Thời Trang Nam","Men Clothes","Women Clothes","Women Clothes"
"set chè dưỡng nhan","Bách Hóa Online","Grocery","Grocery","Grocery"
"guốc nữ","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"guốc nữ","Giày Dép Nữ","Women Shoes","Women Shoes","Women Shoes"
"cây phơi đồ inox","Sức Khỏe & Sắc Đẹp","Home & Living","Home & Living",
"dùi cui điện","Thể Thao & Du Lịch","Women Shoes","Automotive",
"tủ treo tường","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"tủ treo tường","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"dầu dưỡng tóc","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"nâu hồng","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"đầm trung niên cao cấp","Thời Trang Nữ","Women Clothes","Women Clothes",
"đầm trung niên cao cấp","Thời Trang Nữ","Women Clothes","Women Clothes",
"in ốp lưng theo yêu cầu","Thời Trang Nam","Mobile & Accessories","Mobile & Accessories",
"vsmart joy 1+","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"máy nghiền bột","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"inner gel","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"máy kẹp bánh mỳ","Bách Hoá Online","Home Appliances","Home Appliances",
"từ điển tiếng việt","Nhà Sách Online","Books","Books",
"gối bầu","Mẹ & Bé","Home & Living","Home & Living","Moms, Kids & Babies"
"áo khoác dior","Thời Trang Nữ","Men Clothes","Women Clothes",
"áo khoác dior","Thời Trang Nữ","Men Clothes","Women Clothes",
"bikini sex","Others","Women Clothes","Women Clothes",
"bikini sex","Others","Women Clothes","Women Clothes",
"hình xăm vòng tay","Phụ Kiện Thời Trang",,"Fashion Accessories",
"hình xăm vòng tay","Phụ Kiện Thời Trang",,"Fashion Accessories",
"viên ngậm bảo thanh","Sức Khỏe & Sắc Đẹp","Grocery","Health & Beauty","Grocery"
"manga yuri","Nhà Sách Online",,"Mobile & Accessories",
"màn hình note 9","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"hada labo perfect white","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"vòng tay pandora","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories",
"lego cung hoàng đạo","Đồ Chơi",,,"Toys"
"lego cung hoàng đạo","Đồ Chơi",,,"Toys"
"lego cung hoàng đạo","Đồ Chơi",,,"Toys"
"áo thun 3158","Thời Trang Nữ","Women Clothes","Women Clothes",
"máy massage chân","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"xxxxxx","Others",,"Women Clothes",
"canon 700d","Máy ảnh - Máy quay phim","Cameras","Cameras",
"trò chơi bắn súng","Đồ Chơi","Toys",,
"xốp dán tường 3d","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"khung","Others","Home & Living","Home & Living","Home & Living"
"tựa lưng ghế văn phòng","Nhà Cửa & Đời Sống","Home & Living","Automotive",
"nước đông trùng hạ thảo","Sức Khỏe & Sắc Đẹp","Grocery","Grocery",
"trà detox","Bách Hóa Online","Grocery","Grocery",
"kem one today","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"cồn 70 độ","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"cồn 70 độ","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"xiaomi repeater","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"bỉm momo","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies",
"bỉm momo","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies",
"dung dich thuy canh","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"chich gai","Others","Kid's Fashion",,
"miếng lót sơ sinh huggies","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"ô tô điều khiển từ xa","Đồ Chơi","Toys","Toys","Toys"
"thạch anh trắng","Nhà Cửa & Đời Sống","Fashion Accessories","Home & Living",
"free","Thời Trang Nam","Computer & Laptop","Health & Beauty",
"moroccanoil","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"bánh flan","Bách Hoá Online","Grocery","Grocery",
"keo xịt tóc","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"thánh kinh dưỡng da","Nhà Sách Online","Books","Books","Books"
"lọc thác","Chăm sóc thú cưng","Pet Supplies","Pet Supplies","Pet Supplies"
"varsity jacket","Thời Trang Nam","Men Clothes","Men Clothes",
"nâu hồng trà","Sức Khỏe & Sắc Đẹp","Grocery",,
"nâu hồng trà","Sức Khỏe & Sắc Đẹp","Grocery",,
"trà thảo mộc","Bách Hoá Online","Grocery","Grocery",
"tủ lạnh mini","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"cúc họa mi","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"milaganics","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"hoa lan","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"ghế giường sofa","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"vsmart bee lite","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"total","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"đèn chụp ảnh","Máy ảnh - Máy quay phim","Home & Living","Mobile & Accessories","Mobile & Accessories"
"quýt úc","Bách Hóa Online",,"Grocery",
"bình giữ nhiệt starbuck","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"ecovacs dd35","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"balo học sinh cấp 2","Túi Ví","Bags","Men Clothes",
"áo polo trẻ em","Thời Trang Trẻ Em","Kid's Fashion","Kid's Fashion",
"dnee","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Home care"
"máy spo2","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"samsung a50s","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"dây đồng hồ da bò","Đồng Hồ","Watches","Watches","Watches"
"kẹp tóc hoa","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories",
"guardian","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"guardian","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"váy cho người béo","Thời Trang Nữ","Women Clothes","Women Clothes",
"dây chuyền vàng","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"váy múa","Thời Trang Trẻ Em","Kid's Fashion","Kid's Fashion",
"sữa non colostrum","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"luật hấp dẫn","Nhà Sách Online","Books","Books","Books"
"cổ phục việt nam","Thời Trang Nữ","Women Clothes","Women Clothes",
"mỹ phẩm phương anh","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"ke sách","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"ke sách","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"loa nhật bãi","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"gatsby vĩ đại","Nhà Sách Online","Books","Books","Books"
"củ sạc iphone chính hãng","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"áo phông nam hàng hiệu","Thời Trang Nam","Men Clothes","Men Clothes",
"tủ lạnh 120 lít","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"lamdepdeal","Sức Khỏe & Sắc Đẹp","Fashion Accessories","Fashion Accessories",
"pin pisen iphone 6s","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"acc ff","Others","Men Clothes",,
"salonpas lạnh","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"bình xăng con sirius","Ô tô - xe máy - xe đạp","Automotive","Automotive",
"xe đẩy combi","Ô tô - xe máy - xe đạp","Moms, Kids & Babies","Moms, Kids & Babies",
"ghế massage kingsport","Nhà Cửa & Đời Sống","Health & Beauty","Health & Beauty",
"google pixel","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"phuộc showa","Ô tô - xe máy - xe đạp","Automotive",,
"tranh phòng khách","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"ghế massage giá rẻ","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"máy xay nước mía","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"máy đào bitcoin","Máy tính & Laptop","Consumer Electronics","Computer & Laptop",
"đèn thả bàn ăn","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"nhiệt kê hồng ngoại","Thiết Bị Điện Gia Dụng","Moms, Kids & Babies","Health & Beauty",
"rượu mai quế lộ","Bách Hoá Online","Grocery","Grocery","Grocery"
"nước hoa narciso hồng","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"senju","Thời Trang Nam","Health & Beauty","Toys",
"dien thoai hay","Điện Thoại & Phụ Kiện","Mobile & Accessories",,
"váy đẹp hàn quốc","Thời Trang Nữ","Women Clothes",,
"quạt hút âm trần","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"máy sấy tóc xiaomi","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"đệm gấp","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"gậy bóng chày","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"apple pencil 1","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories","Mobile & Accessories"
"kem trị mụn centella","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"toán 9","Nhà Sách Online","Books","Books",
"na cao su","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"cây búa thần","Nhà Sách Online","Home & Living","Toys",
"vali lock and lock","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"đèn led dây ngoài trời","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"đèn led dây ngoài trời","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"đèn led dây ngoài trời","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bộ bàn ghế làm việc","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bộ bàn ghế làm việc","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"giấy a4 có dòng kẻ","Nhà Sách Online","Books","Books",
"phân nền thủy sinh","Nhà Cửa & Đời Sống","Pet Supplies","Pet Supplies","Pet Supplies"
"rèm cầu vồng","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"12 con giáp","Nhà Cửa & Đời Sống","Home & Living","Fashion Accessories",
"d07","Nhà Cửa & Đời Sống","Women Clothes","Cameras",
"sd","Điện Thoại & Phụ Kiện","Cameras","Cameras",
"sd","Điện Thoại & Phụ Kiện","Cameras","Cameras",
"máy trợ giảng không dây","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"máy trợ giảng không dây","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"pô spark","Ô tô - xe máy - xe đạp","Automotive","Automotive","Automotive"
"cần câu máy giá rẻ","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"mini pc giá rẻ","Máy tính & Laptop","Computer & Laptop","Consumer Electronics",
"hải tú","Nhà Sách Online","Women Clothes","Women Clothes","Women Clothes"
"hải tú","Nhà Sách Online","Women Clothes","Women Clothes","Women Clothes"
"baton","Nhà Sách Online","Cameras","Sports & Outdoors",
"áo bà ba","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"saber","Nhà Sách Online","Toys","Toys",
"phích cắm điện","Thiết Bị Điện Gia Dụng","Home & Living","Home & Living",
"phích cắm điện","Thiết Bị Điện Gia Dụng","Home & Living","Home & Living",
"móc treo đồ xe máy","Ô tô - xe máy - xe đạp","Automotive","Automotive","Automotive"
"áo khoác dù","Thời Trang Nữ","Men Clothes","Women Clothes","Men Clothes"
"băng vệ sinh kotex","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"quần lửng nam","Thời Trang Nam","Men Clothes","Men Clothes","Men Clothes"
"main b85","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"hồ ly 9 đuôi","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories",
"áo khoác hoodie","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"giày đá bóng adidas","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"miếng dán thải độc chân","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"thanh liễu","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"thanh liễu","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bồn rửa mặt","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"đồng hồ treo tường","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"đồng hồ treo tường","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"đồng hồ treo tường","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"led","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"váy công sở","Thời Trang Nữ","Women Clothes","Women Clothes","Women Clothes"
"truyện naruto","Nhà Sách Online","Books","Books",
"truyện naruto","Nhà Sách Online","Books","Books",
"mi 11","Điện Thoại & Phụ Kiện","Health & Beauty","Mobile & Accessories",
"áo tấc nam","Thời Trang Nam","Men Clothes","Women Clothes",
"áo tấc nam","Thời Trang Nam","Men Clothes","Women Clothes",
"sữa tắm nước hoa","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"kẹo play","Bách Hoá Online","Grocery","Grocery","Grocery"
"phông xanh dương","Máy ảnh - Máy quay phim","Women Clothes","Women Clothes",
"màng lọc ro","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"chai rửa mũi","Mẹ & Bé","Health & Beauty","Health & Beauty",
"hạt đác","Bách Hoá Online","Grocery","Grocery","Grocery"
"fpt play box 2018","Thiết Bị Điện Gia Dụng","Consumer Electronics","Consumer Electronics",
"huawei watch 2","Điện Thoại & Phụ Kiện","Consumer Electronics","Consumer Electronics",
"lenovo legion 5","Máy tính & Laptop","Computer & Laptop","Computer & Laptop","Computer & Laptop"
"gấu lotso","Mẹ & Bé","Toys","Toys",
"son lì","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"swatter","Thiết Bị Điện Gia Dụng","Home & Living",,
"tùng kim cương","Nhà Cửa & Đời Sống","Automotive","Home & Living",
"ốp tai nghe","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics","Mobile & Accessories"
"nệm foam","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"tu vi","Nhà Sách Online","Books","Books",
"tivi xiaomi","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"đông hải","Giày Dép Nữ","Women Shoes","Women Shoes",
"vietmap","Ô tô - xe máy - xe đạp","Cameras","Cameras",
"dầu gió xanh","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
